Day,Hours,Minutes,Voltage (V),Current (A),Power (W),Power Factor,Frequency (Hz),Energy (kWh),Inside Temperature (°C),Outside Temperature (°C),Inside Humidity (%),Outside Humidity (%)
2024-11-14,16,49,221.4,12.8,2607.0,0.92,50.9,9999.99,23.1,27.8,53.4,59.0
2024-11-15,15,21,221.5,13.01,2565.0,0.89,50.8,9999.99,22.7,28,55.0,57.4
2024-11-15,15,21,221.5,13.01,2565.0,0.89,50.8,9999.99,22.7,28,55.0,57.4
2024-11-16,08,44,222.0,12.73,2487.0,0.88,50.8,9999.99,22.9,27.7,53.5,58.2
2024-11-16,08,44,222.0,12.73,2487.0,0.88,50.8,9999.99,22.9,27.7,53.5,58.2
2024-11-17,11,45,222.0,12.58,2458.0,0.88,50.9,9999.99,23.1,27.4,53.5,58.3
2024-11-17,11,45,222.0,12.58,2458.0,0.88,50.9,9999.99,23.1,27.4,53.5,58.3
2024-11-18,16,03,222.0,12.32,2462.0,0.9,50.8,9999.99,22.9,26.9,54.7,58.4
2024-11-18,16,03,222.0,12.32,2462.0,0.9,50.8,9999.99,22.9,26.9,54.7,58.4
2024-11-19,00,01,221.8,12.12,2473.0,0.92,50.6,9999.99,22.6,26.9,52.7,60
2024-11-19,00,01,221.8,12.12,2473.0,0.92,50.6,9999.99,22.6,26.9,52.7,60
2024-11-20,20,17,221.9,12.56,2564.0,0.92,50.6,9999.99,22.2,27.1,53.1,58.4
2024-11-20,20,17,221.9,12.56,2564.0,0.92,50.6,9999.99,22.2,27.1,53.1,58.4
2024-11-21,13,08,221.6,12.73,2624.0,0.93,50.8,9999.99,22.3,27.6,52.0,58.6
2024-11-21,13,08,221.6,12.73,2624.0,0.93,50.8,9999.99,22.3,27.6,52.0,58.6
2024-11-22,23,13,222.0,13.16,2805.0,0.96,50.6,9999.99,22.2,27.2,50.6,57.7
2024-11-22,23,13,222.0,13.16,2805.0,0.96,50.6,9999.99,22.2,27.2,50.6,57.7
2024-11-23,23,18,222.4,12.98,2714.0,0.94,50.8,9999.99,22.5,27.7,50.9,58.0
2024-11-23,23,18,222.4,12.98,2714.0,0.94,50.8,9999.99,22.5,27.7,50.9,58.0
2024-11-24,03,33,222.5,13.08,2765.0,0.95,50.9,9999.99,22.8,27.7,52.5,57.5
2024-11-24,03,33,222.5,13.08,2765.0,0.95,50.9,9999.99,22.8,27.7,52.5,57.5
2024-11-25,22,03,222.8,12.74,2782.0,0.98,50.7,9999.99,22.7,27.2,51.6,57.2
2024-11-25,22,03,222.8,12.74,2782.0,0.98,50.7,9999.99,22.7,27.2,51.6,57.2
2024-11-26,18,14,223.0,12.82,2716.0,0.95,50.8,9999.99,22.8,27.0,50.9,56.2
2024-11-26,18,14,223.0,12.82,2716.0,0.95,50.8,9999.99,22.8,27.0,50.9,56.2
2024-11-27,12,56,222.9,12.77,2704.0,0.95,50.6,9999.99,22.6,26.9,52.6,55.5
2024-11-27,12,56,222.9,12.77,2704.0,0.95,50.6,9999.99,22.6,26.9,52.6,55.5
2024-11-28,18,38,222.4,12.72,2659.0,0.94,50.6,9999.99,22.1,27.4,52.4,57.0
2024-11-28,18,38,222.4,12.72,2659.0,0.94,50.6,9999.99,22.1,27.4,52.4,57.0
2024-11-29,07,25,222.4,12.33,2633.0,0.96,50.5,9999.99,21.6,27.1,54.1,56.1
2024-11-29,07,25,222.4,12.33,2633.0,0.96,50.5,9999.99,21.6,27.1,54.1,56.1
2024-11-30,09,08,222.0,12.6,2741.0,0.98,50.3,9999.99,21.3,27.3,54.9,54.9
2024-11-30,09,08,222.0,12.6,2741.0,0.98,50.3,9999.99,21.3,27.3,54.9,54.9
2024-12-01,06,40,222.1,12.25,2694.0,0.99,50.1,9999.99,21.0,27.0,56.9,53.7
2024-12-01,06,40,222.1,12.25,2694.0,0.99,50.1,9999.99,21.0,27.0,56.9,53.7
2024-12-02,17,52,222.4,11.97,2662.0,1.0,50.0,9999.99,21.3,27.3,58.6,51.8
2024-12-02,17,52,222.4,11.97,2662.0,1.0,50.0,9999.99,21.3,27.3,58.6,51.8
2024-12-03,14,52,222.0,11.8,2489.0,0.95,49.8,9999.99,21.0,26.9,59.2,51.1
2024-12-03,14,52,222.0,11.8,2489.0,0.95,49.8,9999.99,21.0,26.9,59.2,51.1
2024-12-04,04,16,221.6,12.02,2557.0,0.96,49.9,9999.99,21.1,27.1,58.9,49.3
2024-12-04,04,16,221.6,12.02,2557.0,0.96,49.9,9999.99,21.1,27.1,58.9,49.3
2024-12-05,18,20,221.1,11.82,2561.0,0.98,49.8,9999.99,21.4,26.8,59.5,49.4
2024-12-05,18,20,221.1,11.82,2561.0,0.98,49.8,9999.99,21.4,26.8,59.5,49.4
2024-12-06,03,44,221.4,11.88,2446.0,0.93,49.7,9999.99,21.3,26.9,59.9,51.2
2024-12-06,03,44,221.4,11.88,2446.0,0.93,49.7,9999.99,21.3,26.9,59.9,51.2
2024-12-07,14,47,221.7,11.86,2419.0,0.92,49.8,9999.99,21.1,26.9,60,51.0
2024-12-07,14,47,221.7,11.86,2419.0,0.92,49.8,9999.99,21.1,26.9,60,51.0
2024-12-08,20,08,221.6,11.41,2326.0,0.92,49.8,9999.99,21.4,26.8,59.8,50.4
2024-12-08,20,08,221.6,11.41,2326.0,0.92,49.8,9999.99,21.4,26.8,59.8,50.4
2024-12-09,05,43,221.2,11.65,2371.0,0.92,49.7,9999.99,21.7,26.9,59.4,49.1
2024-12-09,05,43,221.2,11.65,2371.0,0.92,49.7,9999.99,21.7,26.9,59.4,49.1
2024-12-10,22,24,221.1,11.33,2330.0,0.93,49.6,9999.99,21.2,27.0,58.5,50.6
2024-12-10,22,24,221.1,11.33,2330.0,0.93,49.6,9999.99,21.2,27.0,58.5,50.6
2024-12-11,12,17,220.6,11.56,2321.0,0.91,49.7,9999.99,21.3,26.8,56.8,51.8
2024-12-11,12,17,220.6,11.56,2321.0,0.91,49.7,9999.99,21.3,26.8,56.8,51.8
2024-12-12,14,04,220.9,11.73,2358.0,0.91,49.7,9999.99,20.9,26.6,55.1,50.3
2024-12-12,14,04,220.9,11.73,2358.0,0.91,49.7,9999.99,20.9,26.6,55.1,50.3
2024-12-13,20,14,221.2,12.0,2336.0,0.88,49.8,9999.99,21.2,26.7,57.1,51.9
2024-12-13,20,14,221.2,12.0,2336.0,0.88,49.8,9999.99,21.2,26.7,57.1,51.9
2024-12-14,00,25,221.1,12.5,2322.0,0.84,49.7,9999.99,21.2,27.0,55.9,51.3
2024-12-14,00,25,221.1,12.5,2322.0,0.84,49.7,9999.99,21.2,27.0,55.9,51.3
2024-12-15,00,39,220.9,12.48,2398.0,0.87,49.7,9999.99,21.4,26.6,56.1,49.5
2024-12-15,00,39,220.9,12.48,2398.0,0.87,49.7,9999.99,21.4,26.6,56.1,49.5
2024-12-16,22,02,220.5,12.12,2272.0,0.85,49.9,9999.99,21.8,27.0,56.6,49.6
2024-12-16,22,02,220.5,12.12,2272.0,0.85,49.9,9999.99,21.8,27.0,56.6,49.6
2024-12-17,12,20,220.6,11.75,2281.0,0.88,49.9,9999.99,21.9,26.9,54.8,51.3
2024-12-17,12,20,220.6,11.75,2281.0,0.88,49.9,9999.99,21.9,26.9,54.8,51.3
2024-12-18,10,02,220.8,11.59,2278.0,0.89,49.9,9999.99,22.2,27.0,56.7,50.6
2024-12-18,10,02,220.8,11.59,2278.0,0.89,49.9,9999.99,22.2,27.0,56.7,50.6
2024-12-19,06,22,220.6,11.96,2427.0,0.92,50.0,9999.99,21.8,27.0,58.0,52.0
2024-12-19,06,22,220.6,11.96,2427.0,0.92,50.0,9999.99,21.8,27.0,58.0,52.0
2024-12-20,13,37,221.0,12.08,2349.0,0.88,49.8,9999.99,21.7,27.4,59.0,50.3
2024-12-20,13,37,221.0,12.08,2349.0,0.88,49.8,9999.99,21.7,27.4,59.0,50.3
2024-12-21,09,36,221.3,11.71,2255.0,0.87,49.9,9999.99,21.5,27.7,60,49.8
2024-12-21,09,36,221.3,11.71,2255.0,0.87,49.9,9999.99,21.5,27.7,60,49.8
2024-12-22,21,03,221.3,11.31,2152.0,0.86,49.9,9999.99,21.4,27.9,59.2,48.6
2024-12-22,21,03,221.3,11.31,2152.0,0.86,49.9,9999.99,21.4,27.9,59.2,48.6
2024-12-23,11,07,221.0,10.97,2061.0,0.85,49.9,9999.99,21.9,27.6,59.5,47.1
2024-12-23,11,07,221.0,10.97,2061.0,0.85,49.9,9999.99,21.9,27.6,59.5,47.1
2024-12-24,00,09,221.1,10.77,2048.0,0.86,49.8,9999.99,21.5,27.3,58.6,48.0
2024-12-24,00,09,221.1,10.77,2048.0,0.86,49.8,9999.99,21.5,27.3,58.6,48.0
2024-12-25,09,47,220.9,10.51,2089.0,0.9,49.8,9999.99,21.2,26.9,60,48.4
2024-12-25,09,47,220.9,10.51,2089.0,0.9,49.8,9999.99,21.2,26.9,60,48.4
2024-12-26,12,02,221.4,10.88,2168.0,0.9,49.7,9999.99,20.7,27.3,60,46.6
2024-12-26,12,02,221.4,10.88,2168.0,0.9,49.7,9999.99,20.7,27.3,60,46.6
2024-12-27,07,38,221.8,10.56,2202.0,0.94,49.8,9999.99,20.2,26.8,58.3,47.4
2024-12-27,07,38,221.8,10.56,2202.0,0.94,49.8,9999.99,20.2,26.8,58.3,47.4
2024-12-28,16,46,221.8,10.27,2187.0,0.96,49.8,9999.99,19.8,27.3,59.4,47.4
2024-12-28,16,46,221.8,10.27,2187.0,0.96,49.8,9999.99,19.8,27.3,59.4,47.4
2024-12-29,08,49,221.9,10.3,2148.0,0.94,49.7,9999.99,19.6,27.1,58.5,47.0
2024-12-29,08,49,221.9,10.3,2148.0,0.94,49.7,9999.99,19.6,27.1,58.5,47.0
2024-12-30,12,52,221.9,10.47,2114.0,0.91,49.6,9999.99,19.9,27.3,60,48.7
2024-12-30,12,52,221.9,10.47,2114.0,0.91,49.6,9999.99,19.9,27.3,60,48.7
2024-12-31,20,26,222.1,10.1,2131.0,0.95,49.5,9999.99,20.2,27.6,59.1,46.8
2024-12-31,20,26,222.1,10.1,2131.0,0.95,49.5,9999.99,20.2,27.6,59.1,46.8
2025-01-01,05,07,221.8,10.32,2243.0,0.98,49.6,9999.99,20.5,27.6,60,47.0
2025-01-01,05,07,221.8,10.32,2243.0,0.98,49.6,9999.99,20.5,27.6,60,47.0
2025-01-02,23,59,222.1,10.54,2341.0,1.0,49.6,9999.99,20.2,27.2,60,47.8
2025-01-02,23,59,222.1,10.54,2341.0,1.0,49.6,9999.99,20.2,27.2,60,47.8
2025-01-03,22,08,222.6,10.08,2176.0,0.97,49.5,9999.99,20.4,27.2,59.9,48.1
2025-01-03,22,08,222.6,10.08,2176.0,0.97,49.5,9999.99,20.4,27.2,59.9,48.1
2025-01-04,22,08,222.2,10.17,2237.0,0.99,49.6,9999.99,20.1,27.6,59.3,47.9
2025-01-04,22,08,222.2,10.17,2237.0,0.99,49.6,9999.99,20.1,27.6,59.3,47.9
2025-01-05,17,48,222.7,10.38,2312.0,1.0,49.7,9999.99,20.2,27.7,60,46.7
2025-01-05,17,48,222.7,10.38,2312.0,1.0,49.7,9999.99,20.2,27.7,60,46.7
2025-01-06,21,42,222.9,9.92,2167.0,0.98,49.7,9999.99,19.7,27.5,60,47.8
2025-01-06,21,42,222.9,9.92,2167.0,0.98,49.7,9999.99,19.7,27.5,60,47.8
2025-01-07,23,52,223.0,9.65,2152.0,1.0,49.8,9999.99,19.3,27.7,60,47.2
2025-01-07,23,52,223.0,9.65,2152.0,1.0,49.8,9999.99,19.3,27.7,60,47.2
2025-01-08,20,34,223.2,9.56,2048.0,0.96,49.6,9999.99,19.7,28,60,48.7
2025-01-08,20,34,223.2,9.56,2048.0,0.96,49.6,9999.99,19.7,28,60,48.7
2025-01-09,12,04,223.0,9.65,2023.0,0.94,49.4,9999.99,19.2,28,59.5,49.0
2025-01-09,12,04,223.0,9.65,2023.0,0.94,49.4,9999.99,19.2,28,59.5,49.0
2025-01-10,14,26,222.8,9.54,1934.0,0.91,49.4,9999.99,19.5,27.8,57.6,49.3
2025-01-10,14,26,222.8,9.54,1934.0,0.91,49.4,9999.99,19.5,27.8,57.6,49.3
2025-01-11,04,28,223.1,9.58,1924.0,0.9,49.6,9999.99,19.7,28,59.2,49.7
2025-01-11,04,28,223.1,9.58,1924.0,0.9,49.6,9999.99,19.7,28,59.2,49.7
2025-01-12,10,41,222.7,9.28,1819.0,0.88,49.7,9999.99,19.4,27.9,57.6,47.8
2025-01-12,10,41,222.7,9.28,1819.0,0.88,49.7,9999.99,19.4,27.9,57.6,47.8
2025-01-13,15,44,222.4,9.08,1878.0,0.93,49.8,9999.99,19.7,27.8,58.0,47.3
2025-01-13,15,44,222.4,9.08,1878.0,0.93,49.8,9999.99,19.7,27.8,58.0,47.3
2025-01-14,10,21,221.9,8.88,1813.0,0.92,49.8,9999.99,19.9,28,57.2,47.6
2025-01-14,10,21,221.9,8.88,1813.0,0.92,49.8,9999.99,19.9,28,57.2,47.6
2025-01-15,20,26,222.0,9.08,1915.0,0.95,49.8,9999.99,19.5,28,55.9,48.8
2025-01-15,20,26,222.0,9.08,1915.0,0.95,49.8,9999.99,19.5,28,55.9,48.8
2025-01-16,14,59,222.3,9.14,1930.0,0.95,49.7,9999.99,19.5,27.8,57.8,47.0
2025-01-16,14,59,222.3,9.14,1930.0,0.95,49.7,9999.99,19.5,27.8,57.8,47.0
2025-01-17,08,45,222.1,8.69,1872.0,0.97,49.7,9999.99,19.3,27.6,58.7,45.2
2025-01-17,08,45,222.1,8.69,1872.0,0.97,49.7,9999.99,19.3,27.6,58.7,45.2
2025-01-18,02,12,221.7,8.49,1788.0,0.95,49.7,9999.99,19.0,27.6,57.7,44.2
2025-01-18,02,12,221.7,8.49,1788.0,0.95,49.7,9999.99,19.0,27.6,57.7,44.2
2025-01-19,14,31,221.6,8.84,1802.0,0.92,49.6,9999.99,18.6,27.4,59.3,46.0
2025-01-19,14,31,221.6,8.84,1802.0,0.92,49.6,9999.99,18.6,27.4,59.3,46.0
2025-01-20,02,44,221.5,8.96,1866.0,0.94,49.6,9999.99,18.7,27.1,57.5,47.9
2025-01-20,02,44,221.5,8.96,1866.0,0.94,49.6,9999.99,18.7,27.1,57.5,47.9
2025-01-21,15,55,221.6,9.44,2029.0,0.97,49.6,9999.99,18.9,27.3,55.6,46.4
2025-01-21,15,55,221.6,9.44,2029.0,0.97,49.6,9999.99,18.9,27.3,55.6,46.4
2025-01-22,04,10,221.4,9.79,2146.0,0.99,49.7,9999.99,19.0,27.7,53.7,48.0
2025-01-22,04,10,221.4,9.79,2146.0,0.99,49.7,9999.99,19.0,27.7,53.7,48.0
2025-01-23,21,21,221.0,10.1,2232.0,1.0,49.9,9999.99,18.5,27.4,52.8,48.6
2025-01-23,21,21,221.0,10.1,2232.0,1.0,49.9,9999.99,18.5,27.4,52.8,48.6
2025-01-24,19,48,220.7,10.35,2284.0,1.0,50.0,9999.99,18.5,27.4,54.7,49.3
2025-01-24,19,48,220.7,10.35,2284.0,1.0,50.0,9999.99,18.5,27.4,54.7,49.3
2025-01-25,12,25,220.8,10.81,2387.0,1.0,49.9,9999.99,18.5,27.2,56.2,48.7
2025-01-25,12,25,220.8,10.81,2387.0,1.0,49.9,9999.99,18.5,27.2,56.2,48.7
2025-01-26,17,40,221.3,11.13,2463.0,1.0,50.0,9999.99,18.3,26.8,55.2,48.8
2025-01-26,17,40,221.3,11.13,2463.0,1.0,50.0,9999.99,18.3,26.8,55.2,48.8
2025-01-27,12,08,221.6,11.41,2528.0,1.0,50.0,9999.99,18.5,26.5,55.9,49.5
2025-01-27,12,08,221.6,11.41,2528.0,1.0,50.0,9999.99,18.5,26.5,55.9,49.5
2025-01-28,02,30,221.2,11.27,2493.0,1.0,49.9,9999.99,18.7,26.6,57.2,50.7
2025-01-28,02,30,221.2,11.27,2493.0,1.0,49.9,9999.99,18.7,26.6,57.2,50.7
2025-01-29,17,35,220.8,10.97,2422.0,1.0,49.9,9999.99,18.5,26.2,57.8,52.4
2025-01-29,17,35,220.8,10.97,2422.0,1.0,49.9,9999.99,18.5,26.2,57.8,52.4
2025-01-30,03,11,220.7,10.56,2284.0,0.98,50.0,9999.99,18.1,25.9,57.9,51.7
2025-01-30,03,11,220.7,10.56,2284.0,0.98,50.0,9999.99,18.1,25.9,57.9,51.7
2025-01-31,15,44,220.9,10.56,2239.0,0.96,50.2,9999.99,18,26.2,57.1,49.8
2025-01-31,15,44,220.9,10.56,2239.0,0.96,50.2,9999.99,18,26.2,57.1,49.8
2025-02-01,07,17,220.9,10.86,2399.0,1.0,50.2,9999.99,18,26.5,58.0,51.3
2025-02-01,07,17,220.9,10.86,2399.0,1.0,50.2,9999.99,18,26.5,58.0,51.3
2025-02-02,10,44,220.8,10.93,2389.0,0.99,50.4,9999.99,18.4,26.5,58.8,53.3
2025-02-02,10,44,220.8,10.93,2389.0,0.99,50.4,9999.99,18.4,26.5,58.8,53.3
2025-02-03,22,01,220.9,11.14,2387.0,0.97,50.4,9999.99,18.2,26.4,60,53.9
2025-02-03,22,01,220.9,11.14,2387.0,0.97,50.4,9999.99,18.2,26.4,60,53.9
2025-02-04,11,35,221.3,11.28,2471.0,0.99,50.5,9999.99,18,26.2,60,54.2
2025-02-04,11,35,221.3,11.28,2471.0,0.99,50.5,9999.99,18,26.2,60,54.2
2025-02-05,03,36,221.0,11.78,2577.0,0.99,50.4,9999.99,18.4,26.3,60,55.8
2025-02-05,03,36,221.0,11.78,2577.0,0.99,50.4,9999.99,18.4,26.3,60,55.8
2025-02-06,02,37,220.9,11.84,2511.0,0.96,50.4,9999.99,18.7,26.5,60,56.0
2025-02-06,02,37,220.9,11.84,2511.0,0.96,50.4,9999.99,18.7,26.5,60,56.0
2025-02-07,16,41,220.8,11.41,2444.0,0.97,50.2,9999.99,18.8,26.8,60,57.7
2025-02-07,16,41,220.8,11.41,2444.0,0.97,50.2,9999.99,18.8,26.8,60,57.7
2025-02-08,14,17,221.2,11.49,2465.0,0.97,50.1,9999.99,18.7,26.5,60,56.3
2025-02-08,14,17,221.2,11.49,2465.0,0.97,50.1,9999.99,18.7,26.5,60,56.3
2025-02-09,10,11,221.5,11.95,2647.0,1.0,50.3,9999.99,19.2,26.6,59.8,58.3
2025-02-09,10,11,221.5,11.95,2647.0,1.0,50.3,9999.99,19.2,26.6,59.8,58.3
2025-02-10,13,38,221.0,12.3,2718.0,1.0,50.3,9999.99,19.6,26.3,58.9,58.0
2025-02-10,13,38,221.0,12.3,2718.0,1.0,50.3,9999.99,19.6,26.3,58.9,58.0
2025-02-11,20,12,220.9,12.42,2744.0,1.0,50.4,9999.99,19.2,26.3,60,57.2
2025-02-11,20,12,220.9,12.42,2744.0,1.0,50.4,9999.99,19.2,26.3,60,57.2
2025-02-12,16,14,220.7,12.78,2821.0,1.0,50.2,9999.99,19.4,26.0,60,55.6
2025-02-12,16,14,220.7,12.78,2821.0,1.0,50.2,9999.99,19.4,26.0,60,55.6
2025-02-13,08,36,221.0,12.49,2760.0,1.0,50.2,9999.99,19.4,25.6,60,54.0
2025-02-13,08,36,221.0,12.49,2760.0,1.0,50.2,9999.99,19.4,25.6,60,54.0
2025-02-14,22,05,220.9,12.17,2688.0,1.0,50.3,9999.99,19.6,25.5,60,53.7
2025-02-14,22,05,220.9,12.17,2688.0,1.0,50.3,9999.99,19.6,25.5,60,53.7
2025-02-15,00,42,220.4,12.58,2634.0,0.95,50.2,9999.99,19.1,25.2,58.3,52.2
2025-02-15,00,42,220.4,12.58,2634.0,0.95,50.2,9999.99,19.1,25.2,58.3,52.2
2025-02-16,03,32,220.2,12.6,2525.0,0.91,50.0,9999.99,18.6,25.6,60,51.7
2025-02-16,03,32,220.2,12.6,2525.0,0.91,50.0,9999.99,18.6,25.6,60,51.7
2025-02-17,21,48,220.5,12.68,2516.0,0.9,49.9,9999.99,19.0,25.1,58.4,53.2
2025-02-17,21,48,220.5,12.68,2516.0,0.9,49.9,9999.99,19.0,25.1,58.4,53.2
2025-02-18,14,09,220.7,12.89,2589.0,0.91,50.0,9999.99,19.1,24.9,59.0,55.2
2025-02-18,14,09,220.7,12.89,2589.0,0.91,50.0,9999.99,19.1,24.9,59.0,55.2
2025-02-19,01,29,220.9,12.6,2589.0,0.93,50.2,9999.99,19.6,25.3,60,57.1
2025-02-19,01,29,220.9,12.6,2589.0,0.93,50.2,9999.99,19.6,25.3,60,57.1
2025-02-20,08,56,221.2,12.49,2487.0,0.9,50.4,9999.99,19.9,25.2,59.3,58.9
2025-02-20,08,56,221.2,12.49,2487.0,0.9,50.4,9999.99,19.9,25.2,59.3,58.9
2025-02-21,07,08,221.2,12.75,2425.0,0.86,50.2,9999.99,20.1,25.1,59.4,59.2
2025-02-21,07,08,221.2,12.75,2425.0,0.86,50.2,9999.99,20.1,25.1,59.4,59.2
2025-02-22,03,32,220.9,12.25,2300.0,0.85,50.1,9999.99,19.9,24.8,60,60
2025-02-22,03,32,220.9,12.25,2300.0,0.85,50.1,9999.99,19.9,24.8,60,60
2025-02-23,23,37,221.0,12.48,2262.0,0.82,50.0,9999.99,20.2,24.7,60,59.3
2025-02-23,23,37,221.0,12.48,2262.0,0.82,50.0,9999.99,20.2,24.7,60,59.3
2025-02-24,12,24,220.7,12.22,2158.0,0.8,50.2,9999.99,20.5,25.2,60,60
2025-02-24,12,24,220.7,12.22,2158.0,0.8,50.2,9999.99,20.5,25.2,60,60
2025-02-25,23,17,221.1,12.5,2239.0,0.81,50.3,9999.99,20.8,25.3,60,58.2
2025-02-25,23,17,221.1,12.5,2239.0,0.81,50.3,9999.99,20.8,25.3,60,58.2
2025-02-26,18,22,221.0,12.91,2340.0,0.82,50.4,9999.99,20.7,25.5,58.4,56.6
2025-02-26,18,22,221.0,12.91,2340.0,0.82,50.4,9999.99,20.7,25.5,58.4,56.6
2025-02-27,08,43,221.0,13.37,2512.0,0.85,50.3,9999.99,21.0,25.9,59.5,58.1
2025-02-27,08,43,221.0,13.37,2512.0,0.85,50.3,9999.99,21.0,25.9,59.5,58.1
2025-02-28,02,52,221.4,13.08,2375.0,0.82,50.4,9999.99,20.6,26.2,59.5,58.9
2025-02-28,02,52,221.4,13.08,2375.0,0.82,50.4,9999.99,20.6,26.2,59.5,58.9
2025-03-01,12,39,221.5,13.04,2484.0,0.86,50.5,9999.99,20.9,32,60.3,60
2025-03-01,12,39,221.5,13.04,2484.0,0.86,50.5,9999.99,20.9,32,60.3,60
2025-03-02,01,33,222.0,12.6,2462.0,0.88,50.7,9999.99,21.2,32.4,61.1,61.3
2025-03-02,01,33,222.0,12.6,2462.0,0.88,50.7,9999.99,21.2,32.4,61.1,61.3
2025-03-03,10,53,222.0,12.84,2565.0,0.9,50.6,9999.99,21.0,32.7,62.7,63.1
2025-03-03,10,53,222.0,12.84,2565.0,0.9,50.6,9999.99,21.0,32.7,62.7,63.1
2025-03-04,19,20,222.1,12.55,2397.0,0.86,50.6,9999.99,20.8,33.0,64.6,63.9
2025-03-04,19,20,222.1,12.55,2397.0,0.86,50.6,9999.99,20.8,33.0,64.6,63.9
2025-03-05,07,05,222.5,12.61,2357.0,0.84,50.6,9999.99,20.7,33.4,65.6,64.5
2025-03-05,07,05,222.5,12.61,2357.0,0.84,50.6,9999.99,20.7,33.4,65.6,64.5
2025-03-06,11,32,222.3,12.3,2297.0,0.84,50.7,9999.99,21.1,33.7,66.8,62.9
2025-03-06,11,32,222.3,12.3,2297.0,0.84,50.7,9999.99,21.1,33.7,66.8,62.9
2025-03-07,16,41,222.4,11.8,2126.0,0.81,50.8,9999.99,20.7,33.9,68.5,61.5
2025-03-07,16,41,222.4,11.8,2126.0,0.81,50.8,9999.99,20.7,33.9,68.5,61.5
2025-03-08,16,20,222.6,12.15,2299.0,0.85,50.9,9999.99,20.9,33.9,70.3,60.2
2025-03-08,16,20,222.6,12.15,2299.0,0.85,50.9,9999.99,20.9,33.9,70.3,60.2
2025-03-09,19,19,222.2,12.49,2359.0,0.85,51,9999.99,20.7,34.1,70.2,60.7
2025-03-09,19,19,222.2,12.49,2359.0,0.85,51,9999.99,20.7,34.1,70.2,60.7
2025-03-10,03,55,221.8,12.15,2345.0,0.87,51,9999.99,21.1,33.7,69.8,62.4
2025-03-10,03,55,221.8,12.15,2345.0,0.87,51,9999.99,21.1,33.7,69.8,62.4
2025-03-11,20,11,221.8,12.16,2319.0,0.86,51,9999.99,21.1,33.6,69.6,60.5
2025-03-11,20,11,221.8,12.16,2319.0,0.86,51,9999.99,21.1,33.6,69.6,60.5
2025-03-12,22,05,221.7,12.08,2384.0,0.89,51,9999.99,20.7,33.2,70.6,61.6
2025-03-12,22,05,221.7,12.08,2384.0,0.89,51,9999.99,20.7,33.2,70.6,61.6
2025-03-13,03,33,222.1,11.66,2331.0,0.9,50.8,9999.99,20.9,33.5,71.0,60.4
2025-03-13,03,33,222.1,11.66,2331.0,0.9,50.8,9999.99,20.9,33.5,71.0,60.4
2025-03-14,01,34,222.0,11.29,2331.0,0.93,50.7,9999.99,21.0,33.0,71.6,60
2025-03-14,01,34,222.0,11.29,2331.0,0.93,50.7,9999.99,21.0,33.0,71.6,60
2025-03-15,21,13,222.0,10.98,2194.0,0.9,50.8,9999.99,20.7,32.8,71.7,60
2025-03-15,21,13,222.0,10.98,2194.0,0.9,50.8,9999.99,20.7,32.8,71.7,60
2025-03-16,22,45,221.8,10.55,2012.0,0.86,51,9999.99,20.7,32.4,73.6,60
2025-03-16,22,45,221.8,10.55,2012.0,0.86,51,9999.99,20.7,32.4,73.6,60
2025-03-17,12,15,221.6,10.23,1927.0,0.85,51,9999.99,20.4,32.7,72.5,60
2025-03-17,12,15,221.6,10.23,1927.0,0.85,51,9999.99,20.4,32.7,72.5,60
2025-03-18,12,38,221.3,10.01,1905.0,0.86,50.9,9999.99,20.5,32.4,73.3,60
2025-03-18,12,38,221.3,10.01,1905.0,0.86,50.9,9999.99,20.5,32.4,73.3,60
2025-03-19,14,22,221.0,9.97,1917.0,0.87,50.8,9999.99,20.3,32.4,71.9,60
2025-03-19,14,22,221.0,9.97,1917.0,0.87,50.8,9999.99,20.3,32.4,71.9,60
2025-03-20,08,51,220.5,10.0,1984.0,0.9,50.7,9999.99,20.5,32,73.7,60
2025-03-20,08,51,220.5,10.0,1984.0,0.9,50.7,9999.99,20.5,32,73.7,60
2025-03-21,13,31,220.4,9.86,1869.0,0.86,50.8,9999.99,20.0,32,73.4,60
2025-03-21,13,31,220.4,9.86,1869.0,0.86,50.8,9999.99,20.0,32,73.4,60
2025-03-22,19,13,220.5,10.26,1855.0,0.82,50.7,9999.99,19.7,32.2,72.8,60
2025-03-22,19,13,220.5,10.26,1855.0,0.82,50.7,9999.99,19.7,32.2,72.8,60
2025-03-23,22,01,220.3,9.8,1835.0,0.85,50.6,9999.99,19.9,32,73.8,60
2025-03-23,22,01,220.3,9.8,1835.0,0.85,50.6,9999.99,19.9,32,73.8,60
2025-03-24,14,46,220,9.54,1679.0,0.8,50.7,9999.99,19.7,32.3,73.0,60
2025-03-24,14,46,220,9.54,1679.0,0.8,50.7,9999.99,19.7,32.3,73.0,60
2025-03-25,03,44,220,9.89,1741.0,0.8,50.6,9999.99,19.9,32.3,72.8,60.5
2025-03-25,03,44,220,9.89,1741.0,0.8,50.6,9999.99,19.9,32.3,72.8,60.5
2025-03-26,12,39,220,9.72,1796.0,0.84,50.6,9999.99,19.6,32.6,73.8,61.2
2025-03-26,12,39,220,9.72,1796.0,0.84,50.6,9999.99,19.6,32.6,73.8,61.2
2025-03-27,14,03,220,9.61,1713.0,0.81,50.7,9999.99,19.6,32.8,74.7,60
2025-03-27,14,03,220,9.61,1713.0,0.81,50.7,9999.99,19.6,32.8,74.7,60
